cycle_count,cycle_phase,pressure,temperature,flow,specimen_temp,injected_anomaly,anomaly_type,isolation_forest_detected,isolation_forest_score,local_outlier_factor_detected,local_outlier_factor_score,one_class_svm_detected,one_class_svm_score,elliptic_envelope_detected,elliptic_envelope_score,zscore_detected,zscore_score
1,0.2,87.7,47.9,0.234,21.8,True,OVERPRESSURE,False,17.2,False,27.7,False,56.9,False,0.0,False,15.6
1,0.225,83.8,47.0,0.418,22.9,True,,False,12.4,False,10.1,False,45.0,False,0.0,False,14.2
1,0.25,87.9,47.0,0.458,20.7,False,,False,12.0,False,7.4,False,41.7,False,0.0,False,12.9
1,0.275,90.8,48.4,0.41,17.9,False,,False,19.1,False,43.9,False,42.6,False,0.0,False,11.5
1,0.3,92.8,49.9,0.384,21.4,False,,False,9.5,False,9.7,False,38.5,False,0.0,False,17.5
1,0.325,95.1,49.0,0.353,20.7,False,,False,6.7,False,8.0,False,23.9,False,0.0,False,13.2
1,0.35,96.1,49.6,0.288,22.6,False,,False,9.1,False,8.7,False,24.2,False,0.0,False,16.0
1,0.375,98.1,48.9,0.481,24.0,False,,False,11.7,False,18.1,False,23.2,False,0.0,False,13.3
1,0.4,100.5,48.2,0.357,19.9,False,,False,6.6,False,21.6,False,22.8,False,0.0,False,14.1
1,0.425,99.8,48.8,0.473,21.0,False,,False,4.2,False,6.1,False,11.2,False,0.0,False,13.9
1,0.45,100.8,50.1,0.432,21.3,False,,False,5.7,False,10.2,False,18.7,False,0.0,False,18.4
1,0.475,102.8,48.3,0.424,20.8,False,,False,3.6,False,6.2,False,18.8,False,0.0,False,15.0
1,0.5,103.5,48.8,0.333,20.2,False,,False,4.7,False,7.1,False,18.0,False,0.0,False,15.2
1,0.525,103.6,49.0,0.25,19.2,False,,False,15.7,False,28.1,False,23.0,False,0.0,False,15.2
1,0.55,103.8,49.8,0.566,23.3,False,,False,15.3,False,17.2,False,24.8,False,0.0,False,17.0
1,0.575,104.1,49.4,0.515,22.9,False,,False,4.9,False,8.4,False,25.3,False,0.0,False,15.4
1,0.6,104.6,48.7,0.204,21.4,False,,False,13.6,False,8.1,False,32.0,False,0.0,False,15.6
1,0.625,112.0,49.0,0.333,18.9,True,OVERPRESSURE,False,24.4,False,50.5,False,63.7,False,0.0,False,18.2
1,0.65,112.0,51.6,0.358,24.8,True,OVERPRESSURE,False,43.8,True,68.7,True,100.0,False,0.0,False,25.6
1,0.675,111.5,46.9,0.403,22.4,True,OVERPRESSURE,False,27.0,False,51.7,True,100.0,False,0.0,False,18.0
1,0.7,115.5,48.1,18.086,-22.4,True,OVERPRESSURE,True,100.0,True,100.0,True,98.0,True,96.0,True,89.0
1,0.725,7.4,42.9,7.046,-13.8,True,OVERPRESSURE,True,78.8,False,19.0,False,69.3,True,16.3,False,47.0
1,0.75,9.1,41.9,2.922,-1.6,True,OVERPRESSURE,False,61.7,True,68.1,False,27.7,False,4.2,False,28.4
1,0.775,7.0,39.8,1.082,0.4,True,OVERPRESSURE,False,64.5,True,73.5,True,100.0,False,2.5,False,30.8
1,0.8,6.4,40.7,0.486,7.7,True,OVERPRESSURE,False,41.9,False,15.4,False,31.4,False,2.1,False,26.5
1,0.825,10.4,40.4,0.281,12.8,True,OVERPRESSURE,False,44.5,True,78.5,False,21.4,False,1.9,False,27.9
1,0.85,0.1,40.6,0.454,13.6,True,,False,20.9,False,17.1,False,17.1,False,2.3,False,27.0
1,0.875,0.0,41.6,0.419,14.2,False,,False,14.7,False,6.2,False,7.7,False,2.3,False,22.2
1,0.9,0.0,41.5,0.321,15.4,False,,False,19.2,False,9.2,False,17.9,False,2.4,False,22.7
1,0.925,0.0,42.5,0.229,18.4,False,,False,24.8,False,10.0,False,36.3,False,2.4,False,23.7
1,0.95,0.0,42.4,0.538,17.0,False,,False,25.5,False,7.1,False,36.2,False,2.5,False,25.0
2,0.975,0.4,41.9,0.291,18.8,False,,False,31.3,False,5.4,False,55.4,False,2.5,False,26.4
2,0.0,0.0,41.3,0.019,19.5,False,,False,59.0,False,12.2,False,70.4,False,0.8,False,26.4
2,0.025,17.5,43.3,0.354,21.3,False,,False,34.0,False,7.4,False,38.3,False,0.5,False,25.0
2,0.05,30.3,44.0,0.194,21.4,False,,False,47.4,False,4.3,False,34.2,False,0.3,False,23.7
2,0.075,43.1,46.6,0.441,23.1,False,,False,34.7,False,17.6,False,68.1,False,0.2,False,22.3
2,0.1,53.5,46.0,0.461,22.6,False,,False,24.9,False,8.9,False,49.2,False,0.1,False,21.0
2,0.125,61.6,48.4,0.372,20.6,False,,False,23.7,False,44.7,False,71.6,False,0.1,False,19.6
2,0.15,68.4,47.4,0.311,19.6,False,,False,23.0,False,13.1,False,48.9,False,0.0,False,18.3
2,0.175,74.6,47.7,0.171,21.5,False,,False,27.6,False,6.7,False,46.0,False,0.0,False,16.9
2,0.2,79.2,46.7,0.193,22.2,False,,False,29.7,False,5.4,False,45.5,False,0.0,False,15.6
2,0.225,84.3,46.2,0.314,22.7,False,,False,23.4,False,12.1,False,56.1,False,0.0,False,14.2
2,0.25,88.4,48.4,0.355,23.6,False,,False,11.9,False,16.0,False,41.9,False,0.0,False,12.9
2,0.275,91.0,48.1,0.412,20.0,False,,False,8.7,False,11.6,False,33.0,False,0.0,False,11.5
2,0.3,93.5,50.0,0.386,25.1,False,,False,26.2,False,47.3,False,55.2,False,0.0,False,17.9
2,0.325,94.4,49.1,0.461,23.2,False,,False,7.0,False,10.2,False,26.1,False,0.0,False,13.6
2,0.35,95.9,50.7,11.432,22.0,True,FLOW_SPIKE,False,65.6,True,100.0,True,100.0,True,36.3,True,54.1
2,0.375,97.4,48.7,10.293,22.2,True,FLOW_SPIKE,False,52.6,True,100.0,True,100.0,True,29.2,False,48.2
2,0.4,100.0,48.9,15.571,24.6,True,FLOW_SPIKE,False,68.5,True,100.0,True,100.0,True,68.6,True,75.8
2,0.425,100.7,49.2,15.101,22.8,True,FLOW_SPIKE,False,58.5,True,100.0,True,100.0,True,64.4,True,73.4
2,0.45,101.4,50.8,15.924,23.6,True,FLOW_SPIKE,True,70.3,True,100.0,True,100.0,True,71.8,True,77.7
2,0.475,102.7,48.8,14.346,24.0,True,FLOW_SPIKE,False,64.1,True,100.0,True,100.0,True,57.9,True,69.4
2,0.5,102.8,49.6,18.271,21.9,True,FLOW_SPIKE,False,60.3,True,100.0,True,100.0,True,95.1,True,90.0
2,0.525,103.7,47.6,0.565,21.9,True,,False,18.1,False,18.7,False,34.4,False,0.0,False,15.3
2,0.55,104.3,48.7,0.458,20.8,False,,False,4.6,False,3.7,False,22.6,False,0.0,False,15.5
2,0.575,105.2,49.8,0.383,23.7,False,,False,10.5,False,13.7,False,32.4,False,0.0,False,17.0
2,0.6,104.4,49.0,0.414,22.0,False,,False,1.5,False,5.0,False,29.4,False,0.0,False,15.5
2,0.625,104.3,49.9,0.237,22.3,False,,False,14.6,False,6.7,False,38.5,False,0.0,False,17.5
2,0.65,105.7,50.1,0.347,22.2,False,,False,13.4,False,4.9,False,50.1,False,0.0,False,18.4
2,0.675,105.1,46.4,0.288,22.2,False,,False,29.6,True,79.8,True,100.0,False,0.0,False,15.8
2,0.7,103.5,50.6,18.405,-23.3,False,,True,100.0,True,55.7,True,89.0,True,99.4,True,90.7
2,0.725,0.0,43.5,7.236,-14.5,False,,True,77.5,False,48.6,True,87.0,True,17.3,False,48.1
2,0.75,0.0,41.7,3.024,-5.0,False,,False,51.8,False,5.3,False,42.2,False,4.8,False,33.6
2,0.775,0.0,42.7,1.304,-0.0,False,,False,41.6,False,25.8,False,59.5,False,2.8,False,26.0
2,0.8,0.0,39.7,0.721,8.8,False,,False,42.2,False,38.9,False,51.3,False,2.3,False,31.3
2,0.825,0.3,40.9,0.422,10.5,False,,False,22.8,False,29.7,False,16.2,False,2.3,False,25.6
2,0.85,0.0,43.1,0.405,13.6,False,,False,18.6,False,9.2,False,8.5,False,2.3,False,21.3
2,0.875,0.4,43.1,0.461,15.7,False,,False,22.2,False,5.3,False,13.9,False,2.3,False,21.1
2,0.9,0.0,42.3,0.396,19.6,False,,False,16.2,False,32.0,False,31.2,False,2.4,False,22.3
2,0.925,0.0,42.2,0.418,18.2,False,,False,16.2,False,4.1,False,31.2,False,2.4,False,23.7
2,0.95,0.1,40.5,0.443,17.1,False,,False,28.0,False,18.7,False,53.1,False,2.5,False,27.5
3,0.975,0.0,41.9,0.208,19.3,False,,False,33.8,False,11.2,False,59.7,False,2.6,False,26.4
3,0.0,0.2,91.3,0.37,20.9,True,THERMAL,False,67.5,True,100.0,True,100.0,True,8.0,True,100.0
3,0.025,16.8,88.6,0.479,19.6,True,THERMAL,False,64.0,True,100.0,True,100.0,True,6.6,True,100.0
3,0.05,30.3,92.8,0.469,21.4,True,THERMAL,False,59.8,True,100.0,True,100.0,True,7.4,True,100.0
3,0.075,42.9,80.2,0.58,22.3,True,THERMAL,False,62.9,True,100.0,True,100.0,False,3.9,True,100.0
3,0.1,54.2,87.8,0.362,20.0,True,THERMAL,False,49.6,True,100.0,True,100.0,False,5.4,True,100.0
3,0.125,62.2,81.4,0.328,22.1,True,THERMAL,False,46.4,True,100.0,True,100.0,False,3.7,True,100.0
3,0.15,68.7,91.5,0.355,21.8,True,THERMAL,False,44.1,True,100.0,True,100.0,True,6.0,True,100.0
3,0.175,74.5,95.5,0.54,22.4,True,THERMAL,False,48.5,True,100.0,True,100.0,True,7.0,True,100.0
3,0.2,79.5,46.5,0.138,22.2,True,,False,33.1,False,8.8,False,48.4,False,0.0,False,15.6
3,0.225,83.3,46.7,0.431,20.0,False,,False,17.5,False,9.0,False,43.3,False,0.0,False,14.2
3,0.25,88.2,49.1,0.424,21.4,False,,False,9.9,False,6.0,False,40.3,False,0.0,False,13.6
3,0.275,90.4,48.0,0.357,21.5,False,,False,4.1,False,4.7,False,30.6,False,0.0,False,11.5
3,0.3,93.1,48.9,0.425,23.3,False,,False,6.7,False,10.3,False,31.4,False,0.0,False,12.7
3,0.325,94.4,49.0,0.371,22.9,False,,False,5.8,False,7.3,False,24.5,False,0.0,False,13.2
3,0.35,96.4,48.3,0.073,23.0,False,,False,23.1,False,23.2,False,24.2,False,0.0,False,12.7
3,0.375,98.8,50.5,0.425,22.3,False,,False,12.7,False,19.6,False,36.7,False,0.0,False,20.3
3,0.4,99.8,48.5,0.399,24.4,False,,False,10.8,False,14.5,False,26.0,False,0.0,False,13.9
3,0.425,100.0,48.6,0.291,25.7,False,,False,26.2,False,48.4,False,32.7,False,0.0,False,14.0
3,0.45,101.2,48.0,0.29,20.1,False,,False,12.8,False,13.6,False,20.9,False,0.0,False,14.4
3,0.475,103.0,48.1,0.503,23.0,False,,False,9.1,False,9.8,False,24.4,False,0.0,False,15.0
3,0.5,102.8,50.1,0.293,20.5,False,,False,8.4,False,5.4,False,21.7,False,0.0,False,18.4
3,0.525,103.1,50.4,0.459,20.0,False,,False,11.2,False,8.9,False,29.5,False,0.0,False,19.9
3,0.55,104.2,50.5,0.163,18.5,False,,False,36.7,True,54.4,False,44.5,False,0.0,False,20.3
3,0.575,105.2,48.5,0.493,23.1,False,,False,9.5,False,6.6,False,32.8,False,0.0,False,15.8
3,0.6,104.2,48.8,0.4,22.1,False,,False,2.2,False,7.1,False,30.0,False,0.0,False,15.4
3,0.625,104.0,46.8,0.415,23.9,False,,False,25.8,False,35.8,True,79.3,False,0.0,False,15.4
3,0.65,103.8,49.4,0.243,23.5,False,,False,16.7,False,6.8,False,45.2,False,0.0,False,15.3
3,0.675,104.9,49.6,0.577,23.1,False,,False,22.4,False,12.1,False,55.2,False,0.0,False,16.0
3,0.7,103.7,49.6,18.431,-22.4,False,,True,99.9,False,29.1,True,78.2,True,99.6,True,90.8
3,0.725,0.0,38.9,7.137,-15.2,False,,True,87.2,True,100.0,True,100.0,True,17.0,False,49.1
3,0.75,0.0,41.3,3.072,-3.3,False,,False,54.3,False,2.1,False,37.6,False,4.8,False,31.0
3,0.775,0.0,41.8,1.36,2.7,False,,False,36.9,False,5.3,False,32.1,False,2.7,False,21.9
3,0.8,0.0,41.6,0.814,6.1,False,,False,30.8,False,15.2,False,22.6,False,2.4,False,22.2
3,0.825,0.0,41.6,0.475,10.7,False,,False,15.4,False,9.5,False,4.3,False,2.3,False,22.2
3,0.85,0.1,42.9,0.657,13.1,False,,False,24.4,False,14.9,False,2.4,False,2.3,False,21.2
3,0.875,0.0,41.8,0.331,14.1,False,,False,17.4,False,4.2,False,8.3,False,2.3,False,21.3
3,0.9,0.0,41.2,0.396,16.8,False,,False,16.3,False,4.9,False,22.5,False,2.4,False,24.1
3,0.925,0.2,41.2,0.623,17.9,False,,False,32.8,False,6.7,False,32.7,False,2.4,False,24.1
3,0.95,0.1,42.0,0.487,18.5,False,,False,21.4,False,0.3,False,41.3,False,2.5,False,25.0
4,0.975,0.6,43.4,0.434,18.5,False,,False,36.0,False,9.1,False,67.5,False,2.5,False,26.4
4,0.0,0.0,41.1,0.49,22.1,False,,False,56.7,False,32.9,True,78.7,False,0.8,False,26.4
4,0.025,17.0,43.7,0.527,22.3,False,,False,45.6,False,24.1,False,46.0,False,0.5,False,25.0
4,0.05,31.5,42.1,13.155,22.5,True,FLOW_SPIKE,True,83.3,True,100.0,True,100.0,True,48.8,True,63.2
4,0.075,42.3,46.0,9.261,20.2,True,FLOW_SPIKE,False,65.3,True,100.0,True,100.0,True,23.6,False,42.7
4,0.1,54.3,46.4,11.029,20.0,True,FLOW_SPIKE,False,65.2,True,100.0,True,100.0,True,33.8,True,52.0
4,0.125,60.8,46.0,14.361,23.3,True,FLOW_SPIKE,True,74.4,True,100.0,True,100.0,True,58.1,True,69.5
4,0.15,68.1,45.8,12.735,19.5,True,FLOW_SPIKE,False,68.7,True,100.0,True,100.0,True,45.4,True,61.0
4,0.175,75.1,46.7,19.737,20.2,True,FLOW_SPIKE,False,65.4,True,100.0,True,100.0,True,100.0,True,97.7
4,0.2,79.5,46.4,21.142,21.3,True,FLOW_SPIKE,False,65.7,True,100.0,True,100.0,True,100.0,True,100.0
4,0.225,83.9,48.5,17.399,18.3,True,FLOW_SPIKE,True,71.4,True,100.0,True,100.0,True,86.1,True,85.4
4,0.25,87.9,47.8,12.055,23.4,True,FLOW_SPIKE,False,63.3,True,100.0,True,100.0,True,40.5,True,57.4
4,0.275,89.7,48.6,15.508,19.2,True,FLOW_SPIKE,False,65.8,True,100.0,True,100.0,True,68.0,True,75.5
4,0.3,94.2,47.6,9.171,20.0,True,FLOW_SPIKE,False,57.5,True,100.0,True,100.0,True,23.0,False,42.3
4,0.325,95.4,49.0,0.341,22.8,True,,False,6.4,False,8.6,False,26.1,False,0.0,False,13.2
4,0.35,96.5,49.9,0.317,20.1,False,,False,11.6,False,16.7,False,30.0,False,0.0,False,17.5
4,0.375,99.5,48.6,0.37,21.2,False,,False,1.5,False,7.2,False,19.8,False,0.0,False,13.8
4,0.4,98.3,48.3,0.472,21.3,False,,False,3.5,False,5.8,False,13.7,False,0.0,False,13.4
4,0.425,101.1,49.3,0.457,19.1,False,,False,12.6,False,26.2,False,21.0,False,0.0,False,14.6
4,0.45,101.6,49.2,0.377,22.2,False,,False,0.0,False,4.3,False,12.9,False,0.0,False,14.5
4,0.475,101.3,48.2,0.484,21.0,False,,False,3.7,False,6.3,False,15.6,False,0.0,False,14.4
4,0.5,103.5,50.6,0.317,23.0,False,,False,11.9,False,13.1,False,32.1,False,0.0,False,20.8
4,0.525,103.4,49.7,0.432,19.6,False,,False,7.6,False,22.8,False,22.3,False,0.0,False,16.5
4,0.55,104.0,50.4,0.359,23.7,False,,False,12.1,False,13.8,False,34.1,False,0.0,False,19.9
4,0.575,102.2,49.5,0.638,21.6,False,,False,20.0,False,10.2,False,20.3,False,0.0,False,15.6
4,0.6,104.8,48.8,0.381,20.7,False,,False,5.8,False,6.5,False,31.9,False,0.0,False,15.7
4,0.625,104.3,48.4,0.555,19.3,False,,False,25.4,False,18.7,False,44.5,False,0.0,False,15.5
4,0.65,105.2,48.1,0.483,24.0,False,,False,21.8,False,14.4,False,60.2,False,0.0,False,15.8
4,0.675,105.4,49.1,0.417,23.2,False,,False,11.8,False,8.0,False,55.9,False,0.0,False,15.9
4,0.7,104.3,49.3,18.465,-25.8,False,,True,96.5,False,1.5,False,66.9,True,100.0,True,91.0
4,0.725,0.0,43.5,7.062,-14.1,False,,True,75.1,False,47.9,True,80.4,True,16.6,False,47.5
4,0.75,0.1,41.6,2.778,-3.9,False,,False,50.3,False,0.5,False,43.0,False,4.4,False,31.9
4,0.775,0.1,42.9,1.348,3.3,False,,False,39.5,False,6.6,False,31.6,False,2.7,False,21.2
4,0.8,0.0,40.7,0.654,6.0,False,,False,31.9,False,14.8,False,42.1,False,2.4,False,26.5
4,0.825,0.0,41.4,0.547,12.9,False,,False,20.3,False,10.2,False,0.0,False,2.3,False,23.2
4,0.85,0.0,42.2,0.245,13.6,False,,False,19.6,False,6.2,False,3.5,False,2.3,False,21.3
4,0.875,0.0,41.1,0.509,12.1,False,,False,24.1,False,19.0,False,16.3,False,2.4,False,24.6
4,0.9,0.0,41.4,0.61,14.2,False,,False,29.1,False,35.3,False,14.5,False,2.4,False,23.2
4,0.925,0.0,42.3,0.503,18.8,False,,False,20.8,False,6.9,False,33.9,False,2.4,False,23.7
4,0.95,0.0,43.8,0.268,15.2,False,,False,34.6,True,53.8,False,61.1,False,2.5,False,25.0
5,0.975,0.0,42.1,0.259,18.7,False,,False,28.5,False,7.4,False,55.8,False,2.6,False,26.4
5,0.0,0.2,42.6,0.298,19.2,False,,False,48.5,False,6.8,False,59.6,False,0.8,False,26.4
5,0.025,16.6,42.7,0.42,23.1,False,,False,45.5,False,40.8,False,47.6,False,0.5,False,25.0
5,0.05,31.3,44.8,0.223,22.1,False,,False,44.8,False,14.5,False,45.0,False,0.3,False,23.7
5,0.075,43.6,45.2,0.417,20.1,False,,False,28.3,False,2.4,False,38.7,False,0.2,False,22.3
5,0.1,53.2,47.9,0.491,21.6,False,,False,26.8,False,46.0,True,75.4,False,0.1,False,21.0
5,0.125,60.8,45.7,0.552,21.8,False,,False,31.5,False,9.3,False,43.7,False,0.1,False,19.6
5,0.15,69.2,47.3,0.529,21.7,False,,False,22.1,False,3.7,False,48.3,False,0.0,False,18.3
5,0.175,73.1,47.8,0.439,22.1,False,,False,11.8,False,6.0,False,45.1,False,0.0,False,16.9
5,0.2,78.8,46.6,0.284,22.4,False,,False,18.8,False,5.7,False,45.6,False,0.0,False,15.6
5,0.225,83.3,47.6,0.42,21.0,False,,False,7.7,False,4.3,False,36.5,False,0.0,False,14.2
5,0.25,87.4,48.3,0.465,22.2,False,,False,7.0,False,4.3,False,34.8,False,0.0,False,12.9
5,0.275,90.7,48.0,0.378,22.3,False,,False,4.9,False,4.5,False,32.4,False,0.0,False,11.5
5,0.3,93.0,47.7,0.444,22.9,False,,False,6.9,False,10.6,False,33.3,False,0.0,False,11.5
5,0.325,95.2,48.0,0.495,24.2,False,,False,19.3,False,21.0,False,34.9,False,0.0,False,12.3
5,0.35,97.8,49.0,0.418,21.4,False,,False,2.7,False,5.2,False,21.6,False,0.0,False,13.2
5,0.375,99.0,49.5,0.389,20.0,False,,False,7.8,False,14.3,False,23.2,False,0.0,False,15.6
5,0.4,99.5,48.6,0.43,21.9,False,,False,0.7,False,4.6,False,15.0,False,0.0,False,13.8
5,0.425,101.5,49.1,0.419,20.2,False,,False,4.6,False,17.7,False,16.7,False,0.0,False,14.5
5,0.45,101.7,48.7,0.379,22.1,False,,False,0.0,False,6.9,False,13.9,False,0.0,False,14.6
5,0.475,102.7,49.0,0.397,23.0,False,,False,1.0,False,4.8,False,15.8,False,0.0,False,14.9
5,0.5,102.3,48.5,0.619,21.8,False,,False,17.1,False,7.5,False,15.6,False,0.0,False,14.8
5,0.525,104.1,50.8,0.429,22.3,False,,False,12.1,False,16.6,False,36.8,False,0.0,False,21.8
5,0.55,102.5,49.6,0.353,25.4,False,,False,21.7,False,42.9,False,33.1,False,0.0,False,16.0
5,0.575,103.4,48.2,0.36,24.1,False,,False,11.6,False,33.2,False,36.6,False,0.0,False,15.2
5,0.6,104.0,50.2,0.311,22.9,False,,False,8.9,False,4.8,False,36.2,False,0.0,False,18.9
5,0.625,103.9,48.6,0.311,22.8,False,,False,8.5,False,9.0,False,38.5,False,0.0,False,15.3
5,0.65,105.6,49.0,0.285,23.3,False,,False,15.1,False,4.9,False,48.8,False,0.0,False,15.9
5,0.675,105.0,49.3,0.356,21.5,False,,False,9.2,False,10.9,False,52.1,False,0.0,False,15.7
5,0.7,103.6,51.3,18.397,-23.7,False,,True,100.0,True,100.0,True,100.0,True,99.3,True,90.6
5,0.725,0.1,42.3,6.992,-15.2,False,,True,71.6,False,4.5,False,70.5,True,16.4,False,49.1
5,0.75,0.0,41.9,2.785,-3.2,False,,False,49.6,False,5.6,False,36.7,False,4.3,False,30.9
5,0.775,0.0,41.4,1.195,2.4,False,,False,38.1,False,7.1,False,42.7,False,2.6,False,23.2
5,0.8,0.4,41.2,0.567,5.3,False,,False,31.8,False,24.1,False,41.2,False,2.4,False,24.1
5,0.825,0.2,41.8,0.262,15.8,False,,False,18.2,False,44.3,False,0.0,False,2.2,False,21.3
5,0.85,0.1,40.7,0.434,11.2,False,,False,22.6,False,36.6,False,22.3,False,2.3,False,26.5
5,0.875,0.0,43.8,0.437,17.1,False,,False,22.5,False,19.0,False,32.2,False,2.3,False,21.3
5,0.9,0.0,41.1,0.461,15.2,False,,False,19.0,False,9.5,False,20.3,False,2.4,False,24.6
5,0.925,0.0,41.1,0.434,18.5,False,,False,19.5,False,6.8,False,38.7,False,2.4,False,24.6
5,0.95,9.5,40.6,0.433,17.8,True,OVERPRESSURE,False,42.7,True,72.4,False,52.3,False,2.2,False,27.0
6,0.975,9.1,41.6,0.353,19.1,True,OVERPRESSURE,False,40.9,True,100.0,False,54.4,False,2.2,False,26.4
